San Bernardo,CALLE_CERRADA,5.0,3.0,,1
San Bernardo,PELIGRO_GENERAL,5.713178294573644,2.062015503875969,253,258
San Joaquín,POLICIA,6.327272727272727,1.2454545454545454,140,110
San Joaquín,ACCIDENTE,5.0,1.1666666666666667,,6
San Joaquín,CONGESTION,5.14207650273224,2.0163934426229506,10,183
San Joaquín,CONVERSACION,5.625,1.75,10,24
San Joaquín,CALLE_CERRADA,5.0,2.7777777777777777,,9
San Joaquín,PELIGRO_GENERAL,6.032258064516129,2.1693548387096775,145,124
Independencia,POLICIA,6.095238095238095,0.8639455782312925,166,147
Independencia,ACCIDENTE,5.666666666666667,1.6666666666666667,3,6
Independencia,CONGESTION,5.140845070422535,2.0422535211267605,6,142
Independencia,CONVERSACION,5.4523809523809526,1.9523809523809523,21,42
Independencia,CALLE_CERRADA,5.2727272727272725,1.5454545454545454,,11
Independencia,PELIGRO_GENERAL,5.944,2.24,192,125
Isla de Maipo,POLICIA,5.125,0.125,,8
Isla de Maipo,CONGESTION,5.0,1.0,,2
Isla de Maipo,CALLE_CERRADA,5.0,1.0,,1
Isla de Maipo,PELIGRO_GENERAL,6.666666666666667,4.0,8,3
Padre Hurtado,POLICIA,5.282051282051282,1.0256410256410255,8,39
Padre Hurtado,ACCIDENTE,5.0,4.0,,1
Padre Hurtado,CONGESTION,5.0344827586206895,2.4827586206896552,,29
Padre Hurtado,CONVERSACION,5.0,2.25,,4
Padre Hurtado,CALLE_CERRADA,10.0,5.0,106,2
Padre Hurtado,PELIGRO_GENERAL,5.518518518518518,2.6666666666666665,25,27
Quinta Normal,POLICIA,5.697247706422019,1.073394495412844,65,109
Quinta Normal,ACCIDENTE,6.125,1.5,7,8
Quinta Normal,CONGESTION,5.1063829787234045,1.822695035460993,12,141
Quinta Normal,CONVERSACION,5.5,2.1818181818181817,9,22
Quinta Normal,CALLE_CERRADA,6.0,3.75,5,8
Quinta Normal,PELIGRO_GENERAL,6.258278145695364,2.0397350993377485,211,151
Calera de Tango,POLICIA,6.057142857142857,1.6,29,35
Calera de Tango,ACCIDENTE,5.0,1.0,,2
Calera de Tango,CONGESTION,5.108695652173913,1.7608695652173914,,46
Calera de Tango,CONVERSACION,5.0,1.0,,4
Calera de Tango,PELIGRO_GENERAL,6.041666666666667,1.9166666666666667,45,24
Estación Central,POLICIA,6.515037593984962,1.1766917293233083,391,266
Estación Central,ACCIDENTE,5.846153846153846,0.6923076923076923,8,13
Estación Central,CONGESTION,5.205655526992288,1.7146529562982005,42,389
Estación Central,CONVERSACION,5.53781512605042,1.9831932773109244,52,119
Estación Central,CALLE_CERRADA,5.619047619047619,1.7619047619047619,6,21
Estación Central,PELIGRO_GENERAL,6.242553191489361,2.148936170212766,363,235
San José de Maipo,POLICIA,5.0,1.0,,2
San José de Maipo,PELIGRO_GENERAL,5.0,1.3333333333333333,,3
Pedro Aguirre Cerda,POLICIA,5.865979381443299,1.041237113402062,67,97
Pedro Aguirre Cerda,ACCIDENTE,5.333333333333333,0.3333333333333333,1,3
Pedro Aguirre Cerda,CONGESTION,5.098684210526316,1.986842105263158,7,152
Pedro Aguirre Cerda,CONVERSACION,5.545454545454546,1.7272727272727273,4,11
Pedro Aguirre Cerda,PELIGRO_GENERAL,6.395348837209302,2.127906976744186,238,86
